shift_id,handle,answered_survey_id,retailer,store,street_address,completed_at,market,city,state,zip,TDLinx Number,_store _number,_owning _company,_tdlinx,"Please search the store for Coke on display.   A display is any secondary location of the item, outside of the home shelf/aisle. Exception: please do not count the coolers in the checkout lanes as displays.  There must be Coca-Cola Classic on the display.   Did you find a Coke display? ","What type of display is the Coke display? ","What location best describes where you found the Coke display? ","Please search the store for a second Coke display.   A display is any secondary location of the item, outside of the home shelf/aisle. Exception: please do not count the coolers in the checkout lanes as displays.  There must be Coca-Cola Classic on the display.   Did you find a second Coke display? ","What type of display is the second Coke display? ","What location best describes where you found the second Coke display? ","Please search the store for a third Coke display.   A display is any secondary location of the item, outside of the home shelf/aisle. Exception: please do not count the coolers in the checkout lanes as displays.  There must be Coca-Cola Classic on the display.   Did you find a third Coke display? ","What type of display is the third Coke display? ","What location best describes where you found the third Coke display? ","Please search the store for a fourth Coke display.   A display is any secondary location of the item, outside of the home shelf/aisle. Exception: please do not count the coolers in the checkout lanes as displays.  There must be Coca-Cola Classic on the display.   Did you find a fourth Coke display? ","What type of display is the fourth Coke display? ","What location best describes where you found the fourth Coke display? ","Please search the store for Pepsi on display.   A display is any secondary location of the item, outside of the home shelf/aisle. Exception: please do not count the coolers in the checkout lanes as displays.  There must be Pepsi Original on the display.   Did you find a Pepsi display? ","What type of display is the Pepsi display? ","What location best describes where you found the Pepsi display? ","Please search the store for a second Pepsi display.   A display is any secondary location of the item, outside of the home shelf/aisle. Exception: please do not count the coolers in the checkout lanes as displays.  There must be Pepsi Original on the display.   Did you find a second Pepsi display? ","What type of display is the second Pepsi display? ","What location best describes where you found the second Pepsi display? ","Please search the store for a third Pepsi display.   A display is any secondary location of the item, outside of the home shelf/aisle. Exception: please do not count the coolers in the checkout lanes as displays.  There must be Pepsi Original on the display.   Did you find a third Pepsi display? ","What type of display is the third Pepsi display? ","What location best describes where you found the third Pepsi display? ","Please search the store for a fourth Pepsi display.   A display is any secondary location of the item, outside of the home shelf/aisle. Exception: please do not count the coolers in the checkout lanes as displays.  There must be Pepsi Original on the display.   Did you find a fourth Pepsi display? ","What type of display is the fourth Pepsi display? ","What location best describes where you found the fourth Pepsi display? ","Please search the store for Mtn Dew on display.   A display is any secondary location of the item, outside of the home shelf/aisle. Exception: please do not count the coolers in the checkout lanes as displays.  There must be Mtn Dew Original on the display.   Did you find a Mtn Dew display? ","What type of display is the Mtn Dew display? ","What location best describes where you found the Mtn Dew display? ","Please search the store for a second Mtn Dew display.   A display is any secondary location of the item, outside of the home shelf/aisle. Exception: please do not count the coolers in the checkout lanes as displays.  There must be Mtn Dew Original on the display.   Did you find a second Mtn Dew display? ","What type of display is the second Mtn Dew display? ","What location best describes where you found the second Mtn Dew display? ","Please search the store for a third Mtn Dew display.   A display is any secondary location of the item, outside of the home shelf/aisle. Exception: please do not count the coolers in the checkout lanes as displays.  There must be Mtn Dew Original on the display.   Did you find a third Mtn Dew display? ","What type of display is the third Mtn Dew display? ","What location best describes where you found the third Mtn Dew display? ","Please search the store for a fourth Mtn Dew display.   A display is any secondary location of the item, outside of the home shelf/aisle. Exception: please do not count the coolers in the checkout lanes as displays.  There must be Mtn Dew Original on the display.   Did you find a fourth Mtn Dew display? ","What type of display is the fourth Mtn Dew display? ","What location best describes where you found the fourth Mtn Dew display? ","Please search the store for Bud Light on display.   A display is any secondary location of the item, outside of the home shelf/aisle.  Did you find a Bud Light display? ","What type of display is the Bud Light display? ","What location best describes where you found the Bud Light display? ","Please search the store for a second Bud Light display.   A display is any secondary location of the item, outside of the home shelf/aisle.  Did you find a second Bud Light display? ","What type of display is the second Bud Light display? ","What location best describes where you found the second Bud Light display? ","Please search the store for a third Bud Light display.   A display is any secondary location of the item, outside of the home shelf/aisle.  Did you find a third Bud Light display? ","What type of display is the third Bud Light display? ","What location best describes where you found the third Bud Light display? ","Please search the store for a fourth Bud Light display.   A display is any secondary location of the item, outside of the home shelf/aisle.  Did you find a fourth Bud Light display? ","What type of display is the fourth Bud Light display? ","What location best describes where you found the fourth Bud Light display? ","Please search the store for Michelob Ultra on display.   A display is any secondary location of the item, outside of the home shelf/aisle.  Did you find a Michelob Ultra display? ","What type of display is the Michelob Ultra display? ","What location best describes where you found the Michelob Ultra display? ","Please search the store for a second Michelob Ultra display.   A display is any secondary location of the item, outside of the home shelf/aisle.  Did you find a second Michelob Ultra display? ","What type of display is the second Michelob Ultra display? ","What location best describes where you found the second Michelob Ultra display? ","Please search the store for a third Michelob Ultra display.   A display is any secondary location of the item, outside of the home shelf/aisle.  Did you find a third Michelob Ultra display? ","What type of display is the third Michelob Ultra display? ","What location best describes where you found the third Michelob Ultra display? ","Please search the store for a fourth Michelob Ultra display.   A display is any secondary location of the item, outside of the home shelf/aisle.  Did you find a fourth Michelob Ultra display? ","What type of display is the fourth Michelob Ultra display? ","What location best describes where you found the fourth Michelob Ultra display? ","Please search the store for Skittles on display that is NOT a Valentine's Day display.  A display is any secondary location of the item, outside of the home shelf/aisle. Exception: please do not count the candy in the checkout lanes as displays.  Did you find a (non-Valentine's Day) Skittles display? ","What location best describes where you found the Skittles display? ","Please search the store for a second (non-Valentine's Day) Skittles display.   A display is any secondary location of the item, outside of the home shelf/aisle. Exception: please do not count the candy in the checkout lanes as displays.  Did you find a second Skittles display? ","What type of display is the second Skittles display? ","What location best describes where you found the second Skittles display? ","Please search the store for a third  (non-Valentine's Day) Skittles display.   A display is any secondary location of the item, outside of the home shelf/aisle. Exception: please do not count the candy in the checkout lanes as displays.  Did you find a third Skittles display? ","What type of display is the third Skittles display? ","What location best describes where you found the third  Skittles display? ","Please search the store for a fourth (non-Valentine's Day) Skittles display.   A display is any secondary location of the item, outside of the home shelf/aisle. Exception: please do not count the candy in the checkout lanes as displays.  Did you find a fourth Skittles display? ","What type of display is the fourth Skittles display? ","What location best describes where you found the fourth Skittles display? ","Please search the store for Snickers on display that is NOT a Valentine's Day display.   A display is any secondary location of the item, outside of the home shelf/aisle. Exception: please do not count the candy in the checkout lanes as displays.  Did you find a (non-Valentine's Day) Snickers display? ","What type of display is the Snickers display? ","What location best describes where you found the Snickers display? ","Please search the store for a second (non-Valentine's Day)  Snickers display.   A display is any secondary location of the item, outside of the home shelf/aisle. Exception: please do not count the candy in the checkout lanes as displays.  Did you find a second Snickers display? ","What type of display is the second Snickers display? ","What location best describes where you found the second Snickers display? ","Please search the store for a third  (non-Valentine's Day) Snickers display.   A display is any secondary location of the item, outside of the home shelf/aisle. Exception: please do not count the candy in the checkout lanes as displays.  Did you find a third Snickers display? ","What type of display is the third Snickers display? ","What location best describes where you found the third  Snickers display? ","Please search the store for a fourth  (non-Valentine's Day) Snickers display.   A display is any secondary location of the item, outside of the home shelf/aisle. Exception: please do not count the candy in the checkout lanes as displays.  Did you find a fourth Snickers display? ","What type of display is the fourth Snickers display? ","What location best describes where you found the fourth Snickers display? ","Please search the store for Doritos on display.   A display is any secondary location of the item, outside of the home shelf/aisle.  Did you find a Doritos display? ","What type of display is the Doritos display? ","What location best describes where you found the Doritos display? ","Please search the store for a second Doritos display.   A display is any secondary location of the item, outside of the home shelf/aisle.  Did you find a second Doritos display? ","What type of display is the second Doritos display? ","What location best describes where you found the second Doritos display? ","Please search the store for a third Doritos display.   A display is any secondary location of the item, outside of the home shelf/aisle.  Did you find a third Doritos display? ","What type of display is the third Doritos display? ","What location best describes where you found the third  Doritos display? ","Please search the store for a fourth Doritos display.   A display is any secondary location of the item, outside of the home shelf/aisle.  Did you find a fourth Doritos display? ","What type of display is the fourth Doritos display? ","What location best describes where you found the fourth Doritos display? ","Please search the store for Tostitos on display.   A display is any secondary location of the item, outside of the home shelf/aisle.  Did you find a Tostitos display? ","What type of display is the Tostitos display? ","What location best describes where you found the Tostitos display? ","Please search the store for a second Tostitos display.   A display is any secondary location of the item, outside of the home shelf/aisle.  Did you find a second Tostitos display? ","What type of display is the second Tostitos display? ","What location best describes where you found the second Tostitos display? ","Please search the store for a third Tostitos display.   A display is any secondary location of the item, outside of the home shelf/aisle.  Did you find a third Tostitos display? ","What type of display is the third Tostitos display? ","What location best describes where you found the third  Tostitos display? ","Please search the store for a fourth Tostitos display.   A display is any secondary location of the item, outside of the home shelf/aisle.  Did you find a fourth Tostitos display? ","What type of display is the fourth Tostitos display? ","What location best describes where you found the fourth Tostitos display? ",accepted_at
4046047,cri19,3537872,Albertsons,Albertsons Store,2955 Alpine Blvd,2/2/16 14:31,Other,Alpine,CA,91901,996661,6704,,,Yes,Endcap,Beverage,Yes,Endcap,Other,Yes,Endcap,Checkout Area,Yes,Floorstand,Lobby,Yes,Other,Liquor,Yes,Endcap,Checkout Area,No,,,No,,,Yes,Other,Liquor,Yes,Endcap,Checkout Area,No,,,No,,,Yes,Floorstand,Liquor,No,,,No,,,No,,,Yes,Floorstand,Liquor,No,,,No,,,No,,,Yes,Candy or Snacks,No,,,No,,,No,,,No,,,No,,,No,,,No,,,Yes,Other,Back of Store,Yes,Endcap,Checkout Area,Yes,Other,Lobby,No,,,Yes,Other,Liquor,Yes,Other,Liquor,No,,,No,,,2/1/16 14:39
4046051,tsrhntr85,3536556,Safeway,Safeway Store,2190 E Fry Blvd,1/31/16 18:02,Other,Sierra Vista,AZ,85635,280892,2083,,,Yes,Other,Checkout Area,Yes,Endcap,Deli/Meat,Yes,Endcap,Candy or Snacks,No,,,Yes,Other,Other,Yes,Other,Lobby,Yes,Endcap,Beverage,Yes,Other,Produce,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,1/30/16 22:00
4046054,cbjolly1,3535160,Kroger,Kroger Store,799 Truse Pkwy,1/30/16 18:46,"Memphis, TN",Memphis,TN,38117,990778,491,,,Yes,Endcap,Beverage,Yes,Other,Checkout Area,No,,,No,,,Yes,Endcap,Beverage,No,,,No,,,No,,,Yes,Endcap,Beverage,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,Yes,Endcap,Bakery,No,,,No,,,No,,,No,,,No,,,No,,,No,,,1/30/16 17:53
4046056,fletch73,3535772,Kroger,Kroger Store,1925 Electric Rd,1/31/16 11:50,Other,Salem,VA,24153,290771,320,,,Yes,Endcap,Back of Store,Yes,Pallet,Beverage,No,,,No,,,Yes,Other,Checkout Area,Yes,Pallet,Beverage,No,,,No,,,Yes,Other,Checkout Area,Yes,Pallet,Beverage,No,,,No,,,Yes,Pallet,Checkout Area,No,,,No,,,No,,,Yes,Endcap,Back of Store,No,,,No,,,No,,,No,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,Yes,Other,Checkout Area,Yes,Endcap,Deli/Meat,No,,,No,,,Yes,Endcap,Back of Store,No,,,No,,,No,,,1/30/16 18:51
4046063,AGl88,3535181,Kroger,Kroger Store,31 E Long Lake Rd,1/30/16 19:07,"Detroit, MI",Troy,MI,48085,69526,487,,,Yes,Endcap,Other,No,,,No,,,No,,,Yes,Endcap,Other,Yes,Floorstand,Beverage,No,,,No,,,Yes,Endcap,Other,No,,,No,,,No,,,Yes,Endcap,Beverage,No,,,No,,,No,,,No,,,No,,,No,,,No,,,Yes,Other,No,,,No,,,No,,,Yes,Floorstand,Other,No,,,No,,,No,,,Yes,Endcap,Deli/Meat,No,,,No,,,No,,,Yes,Endcap,Beverage,No,,,No,,,No,,,1/30/16 17:46
4046065,maisha6371,3535266,Kroger,Kroger Store,2009 Drake Ave SW,1/31/16 1:10,Other,Huntsville,AL,35801,417004,552,,,Yes,Pallet,Checkout Area,Yes,Floorstand,Checkout Area,No,,,No,,,Yes,Floorstand,Dairy,No,,,No,,,No,,,Yes,Floorstand,Dairy,No,,,No,,,No,,,Yes,Floorstand,Dairy,No,,,No,,,No,,,No,,,No,,,No,,,No,,,Yes,Back of Store,No,,,No,,,No,,,Yes,Other,Liquor,No,,,No,,,No,,,Yes,Floorstand,Liquor,Yes,Floorstand,Back of Store,No,,,No,,,Yes,Floorstand,Dairy,Yes,Floorstand,Lobby,No,,Lobby,No,,,1/30/16 22:33
4046073,juliannscruggs111,3535957,Kroger,Kroger Store,1525 Madison Ave,1/31/16 13:05,"Cincinnati, OH",Covington,KY,41011,58575,381,,,Yes,Pallet,Other,No,,,No,,,No,,,Yes,Pallet,Other,No,,,No,,,No,,,Yes,Pallet,Other,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,Yes,Pallet,Produce,No,,,No,,,No,,,No,,,No,,,No,,,No,,,1/30/16 18:06
4046077,kriscarruth,3535564,Kroger,Kroger Store,455 Nathan Dean Blvd,1/31/16 10:15,Other,Dallas,GA,30132,1906784,673,,,Yes,Endcap,Back of Store,Yes,Floorstand,Back of Store,Yes,Other,Beverage,No,,,Yes,Floorstand,Checkout Area,Yes,Endcap,Back of Store,No,,,No,,,Yes,Floorstand,Checkout Area,Yes,Endcap,Back of Store,No,,,No,,,Yes,Floorstand,Liquor,No,,,No,,,No,,,Yes,Floorstand,Liquor,No,,,No,,,No,,,No,,No,,,No,,,No,,,Yes,Endcap,Checkout Area,No,,,No,,,No,,,Yes,Endcap,Checkout Area,Yes,Endcap,Back of Store,No,,,No,,,Yes,Endcap,Back of Store,No,,,No,,,No,,,1/30/16 18:12
4046079,kekebug,3536210,Kroger,Kroger Store,3050 Five Forks Trickum Rd SW,1/31/16 14:44,"Atlanta, GA",Lilburn,GA,30047,477830,394,,,Yes,Endcap,Back of Store,Yes,Floorstand,Lobby,No,,,No,,,Yes,Endcap,Beverage,No,,,No,,,No,,,No,,,No,,,No,,,No,,,Yes,Other,Liquor,Yes,Floorstand,Back of Store,No,,,No,,,No,,,No,,,No,,,No,,,No,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,Yes,Endcap,Lobby,No,,,No,,,No,,,Yes,Floorstand,Other,Yes,Floorstand,Liquor,Yes,Endcap,Back of Store,No,,,1/30/16 17:47
4046080,cat2dog,3537388,Kroger,Kroger Store,1821 S Cedar St,2/2/16 8:00,"Detroit, MI",Imlay City,MI,48444,952322,465,,,Yes,Pallet,Lobby,Yes,Pallet,Other,No,,,No,,,Yes,Pallet,Lobby,Yes,Pallet,Other,Yes,Other,Back of Store,No,,,Yes,Pallet,Lobby,Yes,Pallet,Other,No,,,No,,,Yes,Floorstand,Back of Store,Yes,Pallet,Dairy,No,,,No,,,No,,,No,,,No,,,No,,,No,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,Yes,Other,Lobby,Yes,Other,Back of Store,Yes,Other,Back of Store,Yes,Other,Back of Store,Yes,Other,Lobby,Yes,Other,Other,Yes,Other,Back of Store,Yes,Other,Back of Store,2/1/16 12:11
4046085,luisito97,3535937,Kroger,Kroger Store,3408 Pemberton Square Blvd,1/31/16 12:58,Other,Vicksburg,MS,39180,444149,466,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,1/31/16 10:12
4046086,jjones766,3536289,Kroger,Kroger Store,4625 Shore Dr,1/31/16 15:17,Other,Virginia Beach,VA,23455,863773,532,,,Yes,Floorstand,Beverage,Yes,Endcap,Deli/Meat,No,,,No,,,Yes,Endcap,Deli/Meat,Yes,Floorstand,Lobby,Yes,Endcap,Other,No,,,Yes,Floorstand,Lobby,Yes,Endcap,Other,Yes,Floorstand,Beverage,No,,,Yes,Floorstand,Lobby,No,,,No,,,No,,,No,,,No,,,No,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Endcap,Deli/Meat,,,,,,,,,,Yes,Endcap,Candy or Snacks,Yes,Endcap,Lobby,No,,,No,,,1/30/16 17:44
4046087,lefrogqueen,3536069,Kroger,Kroger Store,14010 Abercorn St,1/31/16 13:49,Other,Savannah,GA,31419,454049,404,,,Yes,Floorstand,Bakery,Yes,Endcap,Back of Store,No,,,No,,,Yes,Endcap,Other,No,,,No,,,No,,,No,,,No,,,No,,,No,,,Yes,Pallet,Other,Yes,Floorstand,Frozen,Yes,Floorstand,Liquor,No,,,No,,,No,,,No,,,No,,,No,,No,,,No,,,No,,,Yes,Floorstand,Checkout Area,Yes,Floorstand,Other,No,,,No,,,Yes,Floorstand,Checkout Area,Yes,Endcap,Other,No,,,No,,,Yes,Floorstand,Back of Store,Yes,Floorstand,Back of Store,No,,,No,,,1/30/16 18:04
4046088,mike.h,3535653,Kroger,Kroger Store,201 S Main St,1/31/16 10:53,Other,East Peoria,IL,61611,257372,705,,,Yes,Floorstand,Beverage,No,,,No,,,No,,,Yes,Other,Lobby,Yes,Floorstand,Beverage,Yes,Floorstand,Beverage,No,,,Yes,Floorstand,Beverage,No,,,No,,,No,,,Yes,Floorstand,Liquor,No,,,No,,,No,,,Yes,Floorstand,Liquor,No,,,No,,,No,,,Yes,Frozen,Yes,Other,Frozen,No,,,No,,,Yes,Other,Frozen,Yes,Floorstand,Back of Store,No,,,No,,,Yes,Floorstand,Lobby,Yes,Endcap,Checkout Area,No,,,No,,,Yes,Endcap,Back of Store,Yes,Floorstand,Back of Store,No,,,No,,,1/30/16 17:47
4046092,plbailey,3535567,Kroger,Kroger Store,2120 Beechmont Ave,1/31/16 10:17,"Cincinnati, OH",Cincinnati,OH,45230,995527,438,,,Yes,Pallet,Checkout Area,Yes,Endcap,Other,Yes,Endcap,Other,,,,Yes,Endcap,Other,Yes,Other,Checkout Area,No,,,No,,,Yes,Endcap,Other,Yes,Other,Checkout Area,No,,,No,,,Yes,Other,Checkout Area,Yes,Endcap,Other,Yes,Sidewing,Beverage,Yes,Endcap,Other,Yes,Other,Beverage,No,,,No,,,No,,,Yes,Candy or Snacks,No,,,No,,,No,,,Yes,Other,Candy or Snacks,No,,,No,,,No,,,Yes,Pallet,Deli/Meat,Yes,Endcap,Candy or Snacks,No,,,No,,,Yes,Endcap,Deli/Meat,Yes,Endcap,Checkout Area,No,,,No,,,1/30/16 18:18
4046093,ccalhoun,3536149,Kroger,Kroger Store,3150 Hwy 34 E,1/31/16 14:18,Other,Newnan,GA,30265,536962,420,,,Yes,Floorstand,Beverage,Yes,Floorstand,Beverage,Yes,Floorstand,Other,Yes,Endcap,Dairy,Yes,Endcap,Beverage,Yes,Floorstand,Beverage,Yes,Floorstand,Beverage,Yes,Floorstand,Beverage,Yes,Endcap,Beverage,Yes,Floorstand,Beverage,Yes,Floorstand,Beverage,No,,,Yes,Floorstand,Beverage,Yes,Floorstand,Beverage,No,,,No,,,Yes,Floorstand,Beverage,No,,,No,,,No,,,No,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,Yes,Floorstand,Other,Yes,Endcap,Checkout Area,No,,,No,,,Yes,Floorstand,Other,Yes,Floorstand,Beverage,No,,,No,,,1/30/16 18:55
4046094,juliannscruggs111,3536052,Kroger,Kroger Store,3760 Paxton Ave,1/31/16 13:43,"Cincinnati, OH",Cincinnati,OH,45209,64526,355,,,Yes,Pallet,Beverage,No,,,No,,,No,,,Yes,Pallet,Beverage,Yes,Pallet,Beverage,No,,,No,,,Yes,Pallet,Beverage,Yes,Pallet,Beverage,No,,,No,,,Yes,Pallet,Liquor,Yes,Pallet,Liquor,Yes,Floorstand,Liquor,No,,,Yes,Pallet,Liquor,No,,,No,,,No,,,Yes,Other,No,,,No,,,No,,,Yes,Other,Other,No,,,No,,,No,,,Yes,Other,Back of Store,No,,,No,,,No,,,Yes,Endcap,Other,Yes,Pallet,Other,Yes,Floorstand,Checkout Area,No,,,1/30/16 18:07
4046095,rburdet4,3535478,Kroger,Kroger Store,1439 Maccorkle Ave,1/31/16 9:38,Other,Saint Albans,WV,25177,30659,725,,,No,,,No,,,No,,,No,,,Yes,Other,Back of Store,Yes,Endcap,Bakery,No,,,No,,,Yes,Other,Back of Store,Yes,Endcap,Bakery,No,,,No,,,Yes,Pallet,Back of Store,Yes,Other,Liquor,No,,,No,,,Yes,Other,Liquor,No,,,No,,,No,,,No,,No,,,No,,,No,,,Yes,Other,Other,No,,,No,,,No,,,Yes,Other,Back of Store,Yes,Other,Back of Store,Yes,Endcap,Bakery,No,,,Yes,Other,Back of Store,Yes,Other,Back of Store,No,,,No,,,1/30/16 23:46
4046099,stovey5k,3536745,Kroger,Kroger Store,1100 Hillcrest Pkwy,2/1/16 8:53,Other,Dublin,GA,31021,1905949,674,,,Yes,Endcap,Beverage,No,,,No,,,No,,,Yes,Other,Candy or Snacks,Yes,Other,Back of Store,No,,,No,,,Yes,Other,Candy or Snacks,Yes,Other,Back of Store,No,,,No,,,Yes,Other,Candy or Snacks,No,,,No,,,No,,,No,,,No,,,No,,,No,,,Yes,Candy or Snacks,No,,,No,,,No,,,Yes,Other,Candy or Snacks,No,,,No,,,No,,,Yes,Other,Candy or Snacks,Yes,Endcap,Other,No,,,No,,,Yes,Other,Candy or Snacks,Yes,Endcap,Other,No,,,No,,,1/31/16 16:23
4046100,jantway,3536367,Kroger,Kroger Store,2809 N Columbia St,1/31/16 15:53,Other,Milledgeville,GA,31061,3968392,694,,,Yes,Floorstand,Lobby,Yes,Endcap,Beverage,Yes,Floorstand,Beverage,Yes,Floorstand,Beverage,Yes,Endcap,Beverage,Yes,Floorstand,Beverage,No,,,No,,,Yes,Floorstand,Beverage,Yes,Floorstand,Beverage,No,,,No,,,Yes,Endcap,Beverage,No,,,No,,,No,,,Yes,Endcap,Beverage,Yes,Floorstand,Dairy,No,,,No,,,Yes,Candy or Snacks,No,,,No,,,No,,,Yes,Other,Candy or Snacks,No,,,No,,,No,,,Yes,Other,Dairy,Yes,Other,Other,Yes,Other,Deli/Meat,No,,,No,,,Yes,Other,Other,No,,,No,,,1/30/16 21:59
4046104,terrytomlinson,3536277,Kroger,Kroger Store,7251 Interstate Dr,1/31/16 15:13,"Memphis, TN",Horn Lake,MS,38637,575993,453,,,Yes,Floorstand,Dairy,No,,,No,,,No,,,Yes,Floorstand,Dairy,No,,,No,,,No,,,Yes,Floorstand,Dairy,No,,,No,,,No,,,Yes,Floorstand,Dairy,No,,,No,,,No,,,No,,,No,,,No,,,No,,,Yes,Checkout Area,Yes,Other,Checkout Area,No,,,No,,,Yes,Other,Dairy,Yes,Other,Checkout Area,Yes,Other,Checkout Area,Yes,Other,Checkout Area,Yes,Other,Bakery,Yes,Other,Dairy,No,,,No,,,Yes,Other,Checkout Area,Yes,Other,Back of Store,Yes,Other,Dairy,No,,,1/30/16 18:00
4046105,twindaddy,3535376,Kroger,Kroger Store,110 Promenade Blvd,1/31/16 8:25,Other,Flowood,MS,39232,1858308,479,,,Yes,Endcap,Back of Store,No,,,No,,,No,,,Yes,Other,Back of Store,No,,,No,,,No,,,Yes,Other,Back of Store,No,,,No,,,No,,,Yes,Floorstand,Back of Store,No,,,Yes,Floorstand,Liquor,No,,,Yes,Floorstand,Liquor,No,,,No,,,No,,,No,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,Yes,Endcap,Checkout Area,No,,,No,,,No,,,Yes,Pallet,Back of Store,No,,,No,,,No,,,1/30/16 19:00
4046107,RatRace95,3536026,Kroger,Kroger Store,172 Logan St,1/31/16 13:34,"Indianapolis, IN",Noblesville,IN,46060,469781,957,,,Yes,Pallet,Back of Store,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,Yes,Pallet,Liquor,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,Yes,Other,Checkout Area,Yes,Other,Checkout Area,No,,,No,,,Yes,Endcap,Back of Store,Yes,Endcap,Back of Store,Yes,Other,Back of Store,Yes,Endcap,Back of Store,1/30/16 17:52
4046109,TexasRebel13,3536334,Kroger,Kroger Store,3304 Denton Hwy,1/31/16 15:36,"Dallas, TX",Haltom City,TX,76117,136467,694,,,Yes,Endcap,Deli/Meat,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,Yes,Floorstand,Liquor,No,,,No,,,No,,,Yes,Endcap,Bakery,No,,,No,,,No,,,No,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,Yes,Endcap,Checkout Area,Yes,Sidewing,Frozen,No,,,No,,,Yes,Endcap,Other,No,,,No,,,No,,,1/30/16 17:56
4046110,rtoney,3535637,Kroger,Kroger Store,2300 N Limestone St,1/31/16 10:49,"Dayton, OH",Springfield,OH,45503,65661,730,,,Yes,Pallet,Dairy,No,,,No,,,No,,,Yes,Other,Deli/Meat,Yes,Pallet,Dairy,No,,,No,,,Yes,Other,Deli/Meat,Yes,Pallet,Dairy,No,,,No,,,Yes,Pallet,Deli/Meat,Yes,Sidewing,Liquor,No,,,No,,,Yes,Sidewing,Liquor,No,,,No,,,No,,,No,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,Yes,Other,Deli/Meat,Yes,Other,Other,No,,,No,,,Yes,Other,Candy or Snacks,No,,,No,,,No,,,1/30/16 18:05
4046112,aleighb2,3536045,Kroger,Kroger Store,300 N Dean Rd Ste F,1/31/16 13:41,Other,Auburn,AL,36830,52365,260,,,No,,,No,,,No,,,No,,,Yes,Floorstand,Back of Store,No,,,No,,,No,,,Yes,Floorstand,Back of Store,No,,,No,,,No,,,Yes,Endcap,Beverage,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,Yes,Floorstand,Back of Store,No,,,No,,,No,,,Yes,Floorstand,Back of Store,No,,,No,,,No,,,1/31/16 2:19
4046114,kekebug,3535874,Kroger,Kroger Store,3093 Steve Reynolds Blvd,1/31/16 12:31,"Atlanta, GA",Duluth,GA,30096,1907225,636,,,Yes,Pallet,Beverage,Yes,Endcap,Back of Store,Yes,Pallet,Checkout Area,No,,,Yes,Endcap,Back of Store,No,,,No,,,No,,,Yes,Endcap,Back of Store,No,,,No,,,No,,,Yes,Endcap,Other,Yes,,Liquor,Yes,Endcap,Back of Store,No,,,No,,,No,,,No,,,No,,,No,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,Yes,Other,Lobby,Yes,Endcap,Lobby,Yes,Other,Other,No,,,Yes,Other,Lobby,Yes,Other,Liquor,Yes,Other,Other,No,,Back of Store,1/30/16 17:46
4046115,AGl88,3535918,Kroger,Kroger Store,37550 W 12 Mile Rd,1/31/16 12:52,"Detroit, MI",Farmington,MI,48331,425646,619,,,Yes,Pallet,Candy or Snacks,No,,,No,,,No,,,Yes,Pallet,Lobby,Yes,Pallet,Candy or Snacks,Yes,Other,Candy or Snacks,No,,,Yes,Pallet,Lobby,Yes,Pallet,Candy or Snacks,No,,,No,,,Yes,Other,Lobby,Yes,Pallet,Candy or Snacks,No,,,No,,,No,,,No,,,No,,,No,,,Yes,Lobby,Yes,Other,Checkout Area,Yes,Other,Other,No,,,Yes,Other,Checkout Area,Yes,Other,Other,Yes,Other,Other,Yes,Other,Other,Yes,Endcap,Deli/Meat,No,,,No,,,No,,,Yes,Other,Lobby,No,,,No,,,No,,,1/30/16 17:50
